"","Kingdom","Phylum","Class","Order","Family","Genus","Species","OTU"
"merged_CO1_16633","","","","","","","","merged_CO1_16633"
"merged_CO1_16634","","","","","","","","merged_CO1_16634"
"merged_CO1_16635","","","","","","","","merged_CO1_16635"
"merged_CO1_16636","","","","","","","","merged_CO1_16636"
"merged_CO1_16637","","","","","","","","merged_CO1_16637"
"merged_CO1_16638","","","","","","","","merged_CO1_16638"
"merged_CO1_16639","","","","","","","","merged_CO1_16639"
"merged_CO1_16640","","","","","","","","merged_CO1_16640"
"merged_CO1_16641","Eukaryota_2759","Arthropoda_6656","Thecostraca_116172","Balanomorpha_2899670","Chthamalidae_37897","Chthamalus_37898","Chthamalus dalli_116181","merged_CO1_16641"
"merged_CO1_16642","","","","","","","","merged_CO1_16642"
"merged_CO1_16643","","","","","","","","merged_CO1_16643"
"merged_CO1_16644","","","","","","","","merged_CO1_16644"
"merged_CO1_16646","","","","","","","","merged_CO1_16646"
"merged_CO1_16647","","","","","","","","merged_CO1_16647"
"merged_CO1_16648","","","","","","","","merged_CO1_16648"
"merged_CO1_16649","","","","","","","","merged_CO1_16649"
"merged_CO1_16650","","","","","","","","merged_CO1_16650"
"merged_CO1_16651","","","","","","","","merged_CO1_16651"
"merged_CO1_16652","","","","","","","","merged_CO1_16652"
"merged_CO1_16653","","","","","","","","merged_CO1_16653"
"merged_CO1_16654","","","","","","","","merged_CO1_16654"
"merged_CO1_16655","","","","","","","","merged_CO1_16655"
"merged_CO1_16656","","","","","","","","merged_CO1_16656"
"merged_CO1_16657","","","","","","","","merged_CO1_16657"
"merged_CO1_16658","","","","","","","","merged_CO1_16658"
"merged_CO1_16659","","","","","","","","merged_CO1_16659"
"merged_CO1_16660","","","","","","","","merged_CO1_16660"
"merged_CO1_16661","","","","","","","","merged_CO1_16661"
"merged_CO1_16662","","","","","","","","merged_CO1_16662"
"merged_CO1_16663","","","","","","","","merged_CO1_16663"
"merged_CO1_16664","","","","","","","","merged_CO1_16664"
"merged_CO1_16665","","","","","","","","merged_CO1_16665"
"merged_CO1_16666","","","","","","","","merged_CO1_16666"
"merged_CO1_16667","","","","","","","","merged_CO1_16667"
"merged_CO1_16668","","","","","","","","merged_CO1_16668"
"merged_CO1_16669","Eukaryota_2759","Rhodophyta_2763","Florideophyceae_2806","Ceramiales_2802","Rhodomelaceae_2803","Amplisiphonia_1563189","Amplisiphonia pacifica_1563190","merged_CO1_16669"
"merged_CO1_16670","Eukaryota_2759","Mollusca_6447","Polyplacophora_6650","Chitonida_6652","Mopaliidae_34585","Tonicella_256057","Tonicella lineata_256058","merged_CO1_16670"
"merged_CO1_16671","","","","","","","","merged_CO1_16671"
"merged_CO1_16672","","","","","","","","merged_CO1_16672"
"merged_CO1_16673","","","","","","","","merged_CO1_16673"
"merged_CO1_16675","","","","","","","","merged_CO1_16675"
"merged_CO1_16676","","","","","","","","merged_CO1_16676"
"merged_CO1_16677","","","","","","","","merged_CO1_16677"
"merged_CO1_16678","","","","","","","","merged_CO1_16678"
"merged_CO1_16679","","","","","","","","merged_CO1_16679"
"merged_CO1_16680","","","","","","","","merged_CO1_16680"
"merged_CO1_16682","","","","","","","","merged_CO1_16682"
"merged_CO1_16683","","","","","","","","merged_CO1_16683"
"merged_CO1_16684","Eukaryota_2759","Annelida_6340","Polychaeta_6341","Sabellida_6362","Sabellidae_6366","Megalomma_431175","Megalomma splendida_868036","merged_CO1_16684"
"merged_CO1_16685","","","","","","","","merged_CO1_16685"
"merged_CO1_16686","","","","","","","","merged_CO1_16686"
"merged_CO1_16687","","","","","","","","merged_CO1_16687"
"merged_CO1_16688","","","","","","","","merged_CO1_16688"
"merged_CO1_16689","Eukaryota_2759","Chordata_7711","Aves_8782","Pelecaniformes_9205","Phalacrocoracidae_9206","Phalacrocorax_9207","Phalacrocorax penicillatus_146612","merged_CO1_16689"
"merged_CO1_16690","","","","","","","","merged_CO1_16690"
"merged_CO1_16691","Eukaryota_2759","Annelida_6340","Polychaeta_6341","Terebellida_6373","Terebellidae_32261","Polycirrus_516039","Polycirrus californicus_2716585","merged_CO1_16691"
"merged_CO1_16692","Eukaryota_2759","Rhodophyta_2763","Florideophyceae_2806","Ceramiales_2802","Rhodomelaceae_2803","Osmundea_99898","Osmundea spectabilis_217287","merged_CO1_16692"
"merged_CO1_16693","","","","","","","","merged_CO1_16693"
"merged_CO1_16694","","","","","","","","merged_CO1_16694"
"merged_CO1_16695","","","","","","","","merged_CO1_16695"
"merged_CO1_16696","","","","","","","","merged_CO1_16696"
"merged_CO1_16697","","","","","","","","merged_CO1_16697"
"merged_CO1_16698","","","","","","","","merged_CO1_16698"
"merged_CO1_16699","","","","","","","","merged_CO1_16699"
"merged_CO1_16700","Eukaryota_2759","Cnidaria_6073","Hydrozoa_6074","Leptothecata_500008","Kirchenpaueriidae_308592","Kirchenpaueria_308593","Kirchenpaueria pinnata_308620","merged_CO1_16700"
"merged_CO1_16701","","","","","","","","merged_CO1_16701"
"merged_CO1_16702","","","","","","","","merged_CO1_16702"
"merged_CO1_16703","","","","","","","","merged_CO1_16703"
"merged_CO1_16704","","","","","","","","merged_CO1_16704"
"merged_CO1_16705","","","","","","","","merged_CO1_16705"
"merged_CO1_16706","","","","","","","","merged_CO1_16706"
"merged_CO1_16707","","","","","","","","merged_CO1_16707"
"merged_CO1_16708","","","","","","","","merged_CO1_16708"
"merged_CO1_16709","","","","","","","","merged_CO1_16709"
"merged_CO1_16710","","","","","","","","merged_CO1_16710"
"merged_CO1_16711","","","","","","","","merged_CO1_16711"
"merged_CO1_16712","","","","","","","","merged_CO1_16712"
"merged_CO1_16713","Eukaryota_2759","Annelida_6340","Clitellata_42113","Hirudinida_2218736","Piscicolidae_60930","Malmiana_375505","Malmiana buthi_375530","merged_CO1_16713"
"merged_CO1_16714","","","","","","","","merged_CO1_16714"
"merged_CO1_16715","","","","","","","","merged_CO1_16715"
"merged_CO1_16716","","","","","","","","merged_CO1_16716"
"merged_CO1_16717","","","","","","","","merged_CO1_16717"
"merged_CO1_16718","","","","","","","","merged_CO1_16718"
"merged_CO1_16719","","","","","","","","merged_CO1_16719"
"merged_CO1_16720","Eukaryota_2759","Rhodophyta_2763","Florideophyceae_2806","Rhodymeniales_29247","Champiaceae_31497","Neogastroclonium_1583062","Neogastroclonium subarticulatum_1583063","merged_CO1_16720"
"merged_CO1_16721","","","","","","","","merged_CO1_16721"
"merged_CO1_16723","","","","","","","","merged_CO1_16723"
"merged_CO1_16724","","","","","","","","merged_CO1_16724"
"merged_CO1_16725","","","","","","","","merged_CO1_16725"
"merged_CO1_16726","","","","","","","","merged_CO1_16726"
"merged_CO1_16727","","","","","","","","merged_CO1_16727"
"merged_CO1_16728","","","","","","","","merged_CO1_16728"
"merged_CO1_16729","","","","","","","","merged_CO1_16729"
"merged_CO1_16730","","","","","","","","merged_CO1_16730"
"merged_CO1_16731","","","","","","","","merged_CO1_16731"
"merged_CO1_16732","","","","","","","","merged_CO1_16732"
"merged_CO1_16733","","","","","","","","merged_CO1_16733"
"merged_CO1_16735","","","","","","","","merged_CO1_16735"
"merged_CO1_16736","","","","","","","","merged_CO1_16736"
"merged_CO1_16737","Eukaryota_2759","Rhodophyta_2763","Florideophyceae_2806","Ceramiales_2802","Rhodomelaceae_2803","Osmundea_99898","Osmundea spectabilis_217287","merged_CO1_16737"
"merged_CO1_16738","","","","","","","","merged_CO1_16738"
"merged_CO1_16739","","","","","","","","merged_CO1_16739"
"merged_CO1_16740","","","","","","","","merged_CO1_16740"
"merged_CO1_16741","","","","","","","","merged_CO1_16741"
"merged_CO1_16742","","","","","","","","merged_CO1_16742"
"merged_CO1_16744","","","","","","","","merged_CO1_16744"
"merged_CO1_16745","","","","","","","","merged_CO1_16745"
"merged_CO1_16746","","","","","","","","merged_CO1_16746"
"merged_CO1_16747","","","","","","","","merged_CO1_16747"
"merged_CO1_16748","","","","","","","","merged_CO1_16748"
"merged_CO1_16749","","","","","","","","merged_CO1_16749"
"merged_CO1_16750","","","","","","","","merged_CO1_16750"
"merged_CO1_16751","","","","","","","","merged_CO1_16751"
"merged_CO1_16752","","","","","","","","merged_CO1_16752"
"merged_CO1_16753","","","","","","","","merged_CO1_16753"
"merged_CO1_16754","","","","","","","","merged_CO1_16754"
"merged_CO1_16755","","","","","","","","merged_CO1_16755"
"merged_CO1_16756","","","","","","","","merged_CO1_16756"
"merged_CO1_16757","","","","","","","","merged_CO1_16757"
"merged_CO1_16758","","","","","","","","merged_CO1_16758"
"merged_CO1_16759","","","","","","","","merged_CO1_16759"
"merged_CO1_16760","","","","","","","","merged_CO1_16760"
"merged_CO1_16761","","","","","","","","merged_CO1_16761"
"merged_CO1_16762","","","","","","","","merged_CO1_16762"
"merged_CO1_16763","","","","","","","","merged_CO1_16763"
"merged_CO1_16764","","","","","","","","merged_CO1_16764"
"merged_CO1_16765","","","","","","","","merged_CO1_16765"
"merged_CO1_16766","","","","","","","","merged_CO1_16766"
"merged_CO1_16767","","","","","","","","merged_CO1_16767"
"merged_CO1_16768","","","","","","","","merged_CO1_16768"
"merged_CO1_16769","","","","","","","","merged_CO1_16769"
"merged_CO1_16770","","","","","","","","merged_CO1_16770"
"merged_CO1_16771","","","","","","","","merged_CO1_16771"
"merged_CO1_16772","","","","","","","","merged_CO1_16772"
"merged_CO1_16773","","","","","","","","merged_CO1_16773"
"merged_CO1_16774","","","","","","","","merged_CO1_16774"
"merged_CO1_16775","","","","","","","","merged_CO1_16775"
"merged_CO1_16777","","","","","","","","merged_CO1_16777"
"merged_CO1_16778","Eukaryota_2759","Rhodophyta_2763","Florideophyceae_2806","Ceramiales_2802","Rhodomelaceae_2803","Symphyocladiella_2506476","Symphyocladiella brevicaulis_2724448","merged_CO1_16778"
"merged_CO1_16779","","","","","","","","merged_CO1_16779"
"merged_CO1_16780","","","","","","","","merged_CO1_16780"
"merged_CO1_16781","","","","","","","","merged_CO1_16781"
"merged_CO1_16782","","","","","","","","merged_CO1_16782"
"merged_CO1_16783","","","","","","","","merged_CO1_16783"
"merged_CO1_16784","","","","","","","","merged_CO1_16784"
"merged_CO1_16785","Eukaryota_2759","Rhodophyta_2763","Florideophyceae_2806","Plocamiales_35203","Plocamiaceae_31450","Plocamium_31451","Plocamium pacificum_321259","merged_CO1_16785"
"merged_CO1_16786","","","","","","","","merged_CO1_16786"
"merged_CO1_16787","","","","","","","","merged_CO1_16787"
"merged_CO1_16788","","","","","","","","merged_CO1_16788"
"merged_CO1_16789","","","","","","","","merged_CO1_16789"
"merged_CO1_16790","","","","","","","","merged_CO1_16790"
"merged_CO1_16791","","","","","","","","merged_CO1_16791"
"merged_CO1_16792","","","","","","","","merged_CO1_16792"
"merged_CO1_16793","","","","","","","","merged_CO1_16793"
"merged_CO1_16794","Eukaryota_2759","Annelida_6340","Polychaeta_6341","Eunicida_65495","Eunicidae_104737","Eunice_73379","Eunice lucei_759306","merged_CO1_16794"
"merged_CO1_16795","","","","","","","","merged_CO1_16795"
"merged_CO1_16796","","","","","","","","merged_CO1_16796"
"merged_CO1_16797","","","","","","","","merged_CO1_16797"
"merged_CO1_16798","","","","","","","","merged_CO1_16798"
"merged_CO1_16800","","","","","","","","merged_CO1_16800"
"merged_CO1_16801","","","","","","","","merged_CO1_16801"
"merged_CO1_16802","","","","","","","","merged_CO1_16802"
"merged_CO1_16803","","","","","","","","merged_CO1_16803"
"merged_CO1_16804","","","","","","","","merged_CO1_16804"
"merged_CO1_16805","","","","","","","","merged_CO1_16805"
"merged_CO1_16806","","","","","","","","merged_CO1_16806"
"merged_CO1_16807","","","","","","","","merged_CO1_16807"
"merged_CO1_16808","","","","","","","","merged_CO1_16808"
"merged_CO1_16809","","","","","","","","merged_CO1_16809"
"merged_CO1_16810","","","","","","","","merged_CO1_16810"
"merged_CO1_16811","","","","","","","","merged_CO1_16811"
"merged_CO1_16812","","","","","","","","merged_CO1_16812"
"merged_CO1_16813","","","","","","","","merged_CO1_16813"
"merged_CO1_16814","","","","","","","","merged_CO1_16814"
"merged_CO1_16815","","","","","","","","merged_CO1_16815"
"merged_CO1_16816","","","","","","","","merged_CO1_16816"
"merged_CO1_16817","","","","","","","","merged_CO1_16817"
"merged_CO1_16818","","","","","","","","merged_CO1_16818"
"merged_CO1_16819","","","","","","","","merged_CO1_16819"
"merged_CO1_16820","","","","","","","","merged_CO1_16820"
"merged_CO1_16821","","","","","","","","merged_CO1_16821"
"merged_CO1_16822","","","","","","","","merged_CO1_16822"
"merged_CO1_16823","","","","","","","","merged_CO1_16823"
"merged_CO1_16824","","","","","","","","merged_CO1_16824"
"merged_CO1_16825","","","","","","","","merged_CO1_16825"
"merged_CO1_16826","","","","","","","","merged_CO1_16826"
"merged_CO1_16827","","","","","","","","merged_CO1_16827"
"merged_CO1_16828","","","","","","","","merged_CO1_16828"
"merged_CO1_16829","","","","","","","","merged_CO1_16829"
"merged_CO1_16830","","","","","","","","merged_CO1_16830"
"merged_CO1_16831","","","","","","","","merged_CO1_16831"
"merged_CO1_16832","Eukaryota_2759","Annelida_6340","Polychaeta_6341","Phyllodocida_6348","Nereididae_39820","Nereis_6351","Nereis vexillosa_335489","merged_CO1_16832"
"merged_CO1_16833","","","","","","","","merged_CO1_16833"
"merged_CO1_16834","","","","","","","","merged_CO1_16834"
"merged_CO1_16835","","","","","","","","merged_CO1_16835"
"merged_CO1_16837","","","","","","","","merged_CO1_16837"
"merged_CO1_16838","","","","","","","","merged_CO1_16838"
"merged_CO1_16839","","","","","","","","merged_CO1_16839"
"merged_CO1_16840","Eukaryota_2759","Mollusca_6447","Polyplacophora_6650","Chitonida_6652","Tonicellidae_413412","Cyanoplax_413413","Cyanoplax dentiens_413415","merged_CO1_16840"
"merged_CO1_16841","","","","","","","","merged_CO1_16841"
"merged_CO1_16842","","","","","","","","merged_CO1_16842"
"merged_CO1_16843","Eukaryota_2759","Phoronida_120557","class_order_Phoronidae_2899602","order_Phoronidae_2899602","Phoronidae_2899602","Phoronis_33504","Phoronis vancouverensis_672013","merged_CO1_16843"
"merged_CO1_16844","","","","","","","","merged_CO1_16844"
"merged_CO1_16845","","","","","","","","merged_CO1_16845"
"merged_CO1_16846","","","","","","","","merged_CO1_16846"
"merged_CO1_16847","","","","","","","","merged_CO1_16847"
"merged_CO1_16848","","","","","","","","merged_CO1_16848"
"merged_CO1_16849","","","","","","","","merged_CO1_16849"
"merged_CO1_16850","","","","","","","","merged_CO1_16850"
"merged_CO1_16851","","","","","","","","merged_CO1_16851"
"merged_CO1_16852","","","","","","","","merged_CO1_16852"
"merged_CO1_16853","","","","","","","","merged_CO1_16853"
"merged_CO1_16854","","","","","","","","merged_CO1_16854"
"merged_CO1_16855","","","","","","","","merged_CO1_16855"
"merged_CO1_16856","","","","","","","","merged_CO1_16856"
"merged_CO1_16857","","","","","","","","merged_CO1_16857"
"merged_CO1_16858","","","","","","","","merged_CO1_16858"
"merged_CO1_16859","","","","","","","","merged_CO1_16859"
"merged_CO1_16860","","","","","","","","merged_CO1_16860"
"merged_CO1_16861","","","","","","","","merged_CO1_16861"
"merged_CO1_16862","","","","","","","","merged_CO1_16862"
"merged_CO1_16863","","","","","","","","merged_CO1_16863"
"merged_CO1_16864","","","","","","","","merged_CO1_16864"
"merged_CO1_16865","","","","","","","","merged_CO1_16865"
"merged_CO1_16866","","","","","","","","merged_CO1_16866"
"merged_CO1_16867","Eukaryota_2759","Rhodophyta_2763","Florideophyceae_2806","Ceramiales_2802","Rhodomelaceae_2803","Savoiea_2567781","Savoiea robusta_2724446","merged_CO1_16867"
"merged_CO1_16868","","","","","","","","merged_CO1_16868"
"merged_CO1_16869","Eukaryota_2759","Bacillariophyta_2836","Fragilariophyceae_33853","Fragilariales_33855","Fragilariaceae_33856","Asterionellopsis_33639","Asterionellopsis lenisilicea_1470270","merged_CO1_16869"
"merged_CO1_16870","","","","","","","","merged_CO1_16870"
"merged_CO1_16871","","","","","","","","merged_CO1_16871"
"merged_CO1_16872","","","","","","","","merged_CO1_16872"
"merged_CO1_16873","","","","","","","","merged_CO1_16873"
"merged_CO1_16874","","","","","","","","merged_CO1_16874"
"merged_CO1_16875","","","","","","","","merged_CO1_16875"
"merged_CO1_16876","Eukaryota_2759","Arthropoda_6656","Insecta_50557","Diptera_7147","Chironomidae_7149","Corynoneura_611344","Corynoneura arctica_611445","merged_CO1_16876"
"merged_CO1_16877","","","","","","","","merged_CO1_16877"
"merged_CO1_16878","","","","","","","","merged_CO1_16878"
"merged_CO1_16879","","","","","","","","merged_CO1_16879"
"merged_CO1_16880","","","","","","","","merged_CO1_16880"
"merged_CO1_16883","","","","","","","","merged_CO1_16883"
"merged_CO1_16884","","","","","","","","merged_CO1_16884"
"merged_CO1_16887","","","","","","","","merged_CO1_16887"
"merged_CO1_16889","","","","","","","","merged_CO1_16889"
"merged_CO1_16890","","","","","","","","merged_CO1_16890"
"merged_CO1_16891","","","","","","","","merged_CO1_16891"
"merged_CO1_16892","","","","","","","","merged_CO1_16892"
"merged_CO1_16893","","","","","","","","merged_CO1_16893"
"merged_CO1_16894","","","","","","","","merged_CO1_16894"
"merged_CO1_16896","Eukaryota_2759","Mollusca_6447","Polyplacophora_6650","Chitonida_6652","Tonicellidae_413412","Cyanoplax_413413","Cyanoplax dentiens_413415","merged_CO1_16896"
